City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,guaruja,-23.9931,-46.2564,296.07,88,100,4.12,BR,1676839216
363,shingu,33.7333,135.9833,279.5,74,57,3.34,JP,1676839216
364,orchard homes,46.8633,-114.0484,277.19,85,100,1.79,US,1676839217
365,basco,20.4487,121.9702,296.3,83,100,16.48,PH,1676839217
366,baglan,36.1307,68.7083,285.13,75,99,1.01,AF,1676839218
367,ust-koksa,50.2696,85.6108,259.04,94,52,0.45,RU,1676839219
368,nosy varika,-20.5833,48.5333,297.09,82,3,1.67,MG,1676839220
369,lewiston,44.1003,-70.2148,277.73,65,100,1.79,US,1676839220
370,auki,-8.7676,160.7034,299.27,86,93,1.37,SB,1676839221
371,frankfort,-27.2667,28.4833,289.2,90,70,1.48,ZA,1676839221
372,roebourne,-20.7833,117.1333,304.59,51,74,4.94,AU,1676839222
373,dingzhou,38.5131,114.9956,270.21,45,0,2.18,CN,1676839222
374,namwala,-15.7504,26.4384,293.43,91,100,2.17,ZM,1676839223
375,aliwal north,-30.6937,26.7114,293.41,28,2,3.12,ZA,1676839224
376,corinto,37.9407,22.9573,286.98,77,0,4.53,GR,1676839225
377,surin,14.8818,103.4936,293.49,60,84,5.21,TH,1676839216
378,toamasina,-18.1667,49.3833,296.15,94,40,2.06,MG,1676839226
379,kemi,65.8596,24.8228,268.02,93,100,2.06,FI,1676839226
380,chornobayivka,46.6941,32.5537,278.78,84,100,0.92,UA,1676839227
381,marsa matruh,31.3525,27.2453,288.26,63,40,2.57,EG,1676839228
382,aksarka,66.5606,67.7975,250.15,98,56,1.48,RU,1676839229
383,ahuimanu,21.4447,-157.8378,299.99,79,40,2.06,US,1676839230
384,ferme-neuve,46.7001,-75.4493,274.44,82,100,5.87,CA,1676839230
385,sarny,51.338,26.6019,273.35,73,36,5.92,UA,1676839231
386,teya,60.3778,92.6267,263.59,90,100,4.29,RU,1676839231
387,teguldet,57.3064,88.1667,261.34,95,100,2.99,RU,1676839232
388,westport,41.1415,-73.3579,281.9,63,0,5.66,US,1676839070
389,xichang,27.8964,102.2634,281.37,81,76,0.83,CN,1676839233
390,evensk,61.95,159.2333,250.21,79,100,4.07,RU,1676839233
391,kasongo-lunda,-6.4667,16.8167,294.88,91,100,0.71,CD,1676839234
392,laguna,38.421,-121.4238,291.66,44,0,2.57,US,1676839046
393,kruisfontein,-34.0033,24.7314,293.09,72,2,2.57,ZA,1676839235
394,berbera,10.4396,45.0143,297.23,64,72,0.72,SO,1676839236
395,pingxiang,27.6167,113.85,281.98,92,4,0.81,CN,1676839236
396,qui nhon,13.7667,109.2333,293.8,90,99,4.52,VN,1676839217
397,guerrero negro,27.9769,-114.0611,291.44,54,100,2.36,MX,1676838961
398,natal,-5.795,-35.2094,302.51,74,40,6.69,BR,1676838946
399,worland,44.0169,-107.9554,273.79,71,0,2.68,US,1676839071
400,balykshi,47.0667,51.8667,274.15,93,75,7.0,KZ,1676839238
401,rio grande,-32.035,-52.0986,297.21,51,24,5.94,BR,1676839239
402,machacamarca,-18.1667,-67.0333,290.44,24,64,4.07,BO,1676839239
403,den helder,52.9599,4.7593,279.25,88,100,8.05,NL,1676839240
404,necochea,-38.5473,-58.7368,296.3,37,100,5.78,AR,1676839240
405,port blair,11.6667,92.75,298.29,76,18,3.64,IN,1676839241
406,aleksandrovskoye,44.7142,43.0008,275.64,86,100,2.3,RU,1676839242
407,iquique,-20.2208,-70.1431,300.17,75,84,4.48,CL,1676839242
408,taksimo,56.3444,114.8794,247.8,87,77,1.49,RU,1676839242
409,khor,47.8861,134.9464,245.7,100,96,0.28,RU,1676839243
410,port moresby,-9.4431,147.1797,296.83,100,20,1.54,PG,1676839244
411,koutiala,12.3917,-5.4642,301.27,10,31,3.39,ML,1676839244
412,hauterive,46.0901,3.4459,282.79,87,23,0.77,FR,1676839245
413,buritis,-15.6178,-46.4233,301.56,46,100,3.69,BR,1676839245
414,pangai,-19.8,-174.35,301.21,78,75,1.03,TO,1676839246
415,kibala,9.1104,18.3463,298.12,19,0,1.54,TD,1676839246
416,ust-maya,60.4167,134.5333,247.75,99,100,1.36,RU,1676839247
417,gimli,50.6336,-96.9907,256.16,51,99,3.6,CA,1676839035
418,poum,-20.2333,164.0167,299.18,73,6,5.6,NC,1676839248
419,oussouye,12.485,-16.5469,301.25,74,27,3.4,SN,1676839248
420,itarema,-2.9248,-39.9167,299.28,79,100,4.39,BR,1676839249
421,soc trang,9.6033,105.98,297.17,81,99,2.13,VN,1676839249
422,port hedland,-20.3167,118.5667,301.18,69,8,0.0,AU,1676839250
423,bayir,37.2687,28.2167,276.44,92,0,1.45,TR,1676839250
424,tibagi,-24.5094,-50.4136,292.04,81,100,2.49,BR,1676839251
425,sao felix do xingu,-6.6447,-51.995,298.11,93,93,0.92,BR,1676839251
426,coquimbo,-29.9533,-71.3436,296.0,64,0,6.17,CL,1676839252
427,henties bay,-22.116,14.2845,291.44,79,46,2.93,NA,1676839253
428,leshukonskoye,64.8989,45.7622,255.29,99,72,2.01,RU,1676839254
429,chibuto,-24.6867,33.5306,298.1,89,95,2.07,MZ,1676839255
430,tiznit,29.5833,-9.5,288.36,49,0,1.04,MA,1676839255
431,kieta,-6.2167,155.6333,299.75,80,64,0.95,PG,1676839255
432,atherton,53.5237,-2.4935,281.98,81,100,0.89,GB,1676839256
433,baykit,61.67,96.37,251.29,100,100,0.86,RU,1676839257
434,cocobeach,1.0002,9.5823,300.37,81,61,3.81,GA,1676839257
435,college,64.8569,-147.8028,259.03,86,100,0.0,US,1676839258
436,beyneu,45.3167,55.2,275.69,89,100,4.12,KZ,1676839258
437,kupang,-10.1667,123.5833,298.78,84,97,1.17,ID,1676839259
438,noumea,-22.2763,166.4572,299.82,99,94,5.27,NC,1676839191
439,shahr-e kord,32.3256,50.8644,265.02,73,0,2.06,IR,1676839260
440,labytnangi,66.6572,66.4183,254.49,92,53,1.38,RU,1676839260
441,lagoa,39.05,-27.9833,287.07,73,38,1.41,PT,1676839261
442,kawalu,-7.3817,108.2082,294.8,96,99,0.59,ID,1676839262
443,haines junction,60.7522,-137.5108,266.12,79,99,0.51,CA,1676839262
444,saldus,56.6636,22.4881,272.59,70,30,5.87,LV,1676839263
445,leh,34.1667,77.5833,266.72,93,100,1.29,IN,1676839263
446,nauta,-4.5061,-73.5757,299.3,90,99,1.23,PE,1676839264
447,sumkino,58.1108,68.3244,250.34,100,94,1.77,RU,1676839265
448,stillwater,36.1156,-97.0584,294.3,31,0,5.14,US,1676839196
449,kovur,14.4833,79.9833,293.12,83,1,3.02,IN,1676839266
450,inongo,-1.95,18.2667,298.08,52,98,2.15,CD,1676839266
451,rabo de peixe,37.8,-25.5833,285.88,88,20,5.66,PT,1676839267
452,erdemli,36.605,34.3084,284.54,78,0,1.55,TR,1676839267
453,itoman,26.1247,127.6694,291.16,68,100,10.8,JP,1676839268
454,rundu,-17.9333,19.7667,295.73,28,100,3.16,NA,1676839268
455,oakdale,44.963,-92.9649,275.12,70,40,5.66,US,1676839269
456,emerald,-23.5333,148.1667,295.01,77,95,3.3,AU,1676839269
457,ludvika,60.1496,15.1878,270.56,78,80,1.69,SE,1676839270
458,san felipe,10.3399,-68.7425,299.1,57,0,4.64,VE,1676839270
459,la paz,-16.5,-68.15,291.14,31,75,3.09,BO,1676839008
460,gorontalo,0.5412,123.0595,297.37,95,99,1.22,ID,1676839272
461,yumen,40.2833,97.2,271.27,41,100,1.36,CN,1676839272
462,kaitangata,-46.2817,169.8464,289.8,71,42,1.48,NZ,1676839273
463,achinsk,56.2694,90.4993,261.29,96,100,1.7,RU,1676839274
464,chota,-6.55,-78.65,289.43,83,98,2.07,PE,1676839275
465,stephenville,32.2207,-98.2023,295.22,26,40,4.63,US,1676839050
466,petropavlovsk-kamchatskiy,53.0452,158.6483,262.48,62,75,6.0,RU,1676839276
467,mongoumba,3.6415,18.5936,299.27,26,100,0.52,CF,1676839277
468,praia da vitoria,38.7333,-27.0667,287.46,88,75,2.04,PT,1676839277
469,wajir,1.7471,40.0573,302.0,14,100,5.29,KE,1676839278
470,halifax,44.6453,-63.5724,276.31,70,100,3.6,CA,1676839278
471,camacha,33.0833,-16.3333,288.83,82,75,4.63,PT,1676839279
472,port-gentil,-0.7193,8.7815,302.13,84,20,3.09,GA,1676839279
473,the pas,53.8251,-101.2541,252.16,65,0,2.06,CA,1676839280
474,channel-port aux basques,47.5702,-59.1367,270.34,66,99,8.92,CA,1676839281
475,robertsport,6.7533,-11.3686,299.44,87,3,3.52,LR,1676839281
476,komsomolskiy,40.4272,71.7189,275.55,93,3,2.06,UZ,1676839282
477,windhoek,-22.5594,17.0832,289.92,35,1,3.94,NA,1676839212
478,nakamura,32.9833,132.9333,281.23,67,100,4.13,JP,1676839282
479,rabat,33.9911,-6.8401,288.19,94,96,0.0,MA,1676839283
480,kavieng,-2.5744,150.7967,300.85,75,93,1.79,PG,1676839284
481,byron bay,-28.65,153.6167,293.12,76,100,2.93,AU,1676838793
482,vila do maio,15.1333,-23.2167,294.59,75,90,8.21,CV,1676839284
483,vestmannaeyjar,63.4427,-20.2734,276.86,88,100,21.28,IS,1676839285
484,launceston,-41.45,147.1667,288.6,89,68,3.6,AU,1676839286
485,surman,32.7567,12.5716,287.19,65,0,1.94,LY,1676839287
486,srednekolymsk,67.45,153.6833,239.57,98,100,2.9,RU,1676839288
487,avera,33.194,-82.5271,292.88,55,68,3.4,US,1676839288
488,ejby,55.4858,12.0817,275.91,87,98,4.12,DK,1676839289
489,baker city,44.7749,-117.8344,278.48,59,0,0.0,US,1676839289
490,juneau,58.3019,-134.4197,277.16,97,100,3.09,US,1676839290
491,neijiang,29.5835,105.0622,285.57,70,100,1.94,CN,1676839290
492,thunder bay,48.4001,-89.3168,269.14,58,75,8.23,CA,1676839257
493,pochutla,15.7432,-96.4661,306.94,37,51,4.33,MX,1676839291
494,roma,43.2128,-75.4557,281.83,39,0,4.12,US,1676839292
495,tecoanapa,16.5167,-98.75,303.42,50,2,4.12,MX,1676839292
496,bilibino,68.0546,166.4372,245.32,98,100,0.62,RU,1676839293
497,umba,66.6871,34.3429,266.73,89,100,3.44,RU,1676839293
498,dukat,62.55,155.55,235.43,99,99,1.64,RU,1676839294
499,bongaree,-27.0797,153.1586,298.83,77,100,5.56,AU,1676839294
500,tazovskiy,67.4667,78.7,247.59,100,54,1.77,RU,1676839295
501,phangnga,8.4509,98.5298,297.17,92,21,1.37,TH,1676839296
502,coihaique,-45.5752,-72.0662,290.49,36,40,3.09,CL,1676839045
503,manbij,36.5281,37.9549,280.54,72,5,1.43,SY,1676839296
504,bilma,18.6853,12.9164,292.05,17,0,3.26,NE,1676839297
505,kahului,20.8947,-156.47,299.17,72,20,2.57,US,1676839093
506,severomuysk,56.1481,113.4267,243.39,98,64,1.78,RU,1676839298
507,dwarka,22.2394,68.9678,295.8,73,4,4.31,IN,1676839299
508,ayagoz,47.9714,80.4392,255.94,100,97,2.17,KZ,1676839299
509,bud,39.447,-86.1758,287.82,39,0,7.06,US,1676839300
510,ingham,42.6,-84.3833,284.25,51,0,6.69,US,1676839300
511,sur,22.5667,59.5289,295.52,63,3,0.97,OM,1676839301
512,salinopolis,-0.6136,-47.3561,297.82,90,100,4.07,BR,1676839301
513,manicore,-5.8092,-61.3003,301.12,83,20,1.54,BR,1676839302
514,novo horizonte,-21.4681,-49.2208,293.94,85,98,6.41,BR,1676839302
515,praya,14.9215,-23.5087,294.45,78,75,10.29,CV,1676839129
516,simeykyne,48.3264,39.5337,272.43,91,100,3.35,UA,1676839303
517,ahipara,-35.1667,173.1667,293.31,69,63,1.95,NZ,1676839304
518,traralgon,-38.1833,146.5333,288.21,78,8,0.55,AU,1676839304
519,alofi,-19.0595,-169.9187,301.09,83,75,4.63,NU,1676839305
520,christchurch,-43.5333,172.6333,293.89,79,11,2.57,NZ,1676839283
521,tabalosos,-6.35,-76.6833,292.26,92,100,0.65,PE,1676839306
522,tevriz,57.509,72.4042,250.46,100,99,1.36,RU,1676839306
523,road town,18.4167,-64.6167,301.2,54,20,4.63,VG,1676839307
524,mbeya,-8.9,33.45,289.1,87,80,2.06,TZ,1676839307
525,forbes,-33.3833,148.0167,298.66,55,0,2.84,AU,1676839308
526,lazaro cardenas,17.9583,-102.2,302.86,50,4,5.08,MX,1676839308
527,kapuskasing,49.4169,-82.4331,273.2,93,100,5.66,CA,1676839308
528,sumbe,-11.2061,13.8437,296.79,83,67,3.25,AO,1676839309
529,taoudenni,22.6783,-3.9836,299.29,11,97,5.51,ML,1676839309
530,palora,-1.7,-77.9333,298.21,68,98,1.03,EC,1676839310
531,outjo,-20.1167,16.15,290.52,51,67,6.9,NA,1676839310
532,urengoy,65.9667,78.3667,246.8,100,76,1.33,RU,1676839311
533,sorland,67.667,12.6934,275.07,75,26,5.18,NO,1676839311
534,beian,63.6559,9.5683,274.27,74,0,4.12,NO,1676839312
535,taga,46.95,24.05,278.33,79,100,7.49,RO,1676839312
536,dargaville,-35.9333,173.8833,292.75,77,99,1.51,NZ,1676839312
537,egvekinot,66.3167,-179.1667,244.09,84,67,4.3,RU,1676839313
538,burhar,23.2167,81.5333,288.59,37,0,1.41,IN,1676839313
539,bivolari,47.5333,27.4333,278.47,81,100,7.0,RO,1676839315
540,mecca,21.4267,39.8261,297.14,54,14,1.29,SA,1676839026
541,camana,-16.6228,-72.7111,298.99,75,64,4.0,PE,1676839316
542,haveli,30.4502,73.6989,292.3,21,100,2.73,PK,1676839316
543,manzanillo,20.3433,-77.1167,304.85,34,0,7.14,CU,1676839317
544,orange,33.7,-117.7675,296.24,32,20,5.14,US,1676839247
545,santa rosa,14.3122,121.1114,297.65,95,99,1.17,PH,1676839037
546,ensley,30.5188,-87.2728,295.42,58,0,5.14,US,1676839318
